City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Date
524,Santa Maria,BR,-29.6842,-53.8069,87.1,29,0,11.5,clear sky,2022-11-17 20:34:34
525,Manavgat,TR,36.7867,31.4431,64.71,73,79,8.77,broken clouds,2022-11-17 20:34:34
526,Murovani Kurylivtsi,UA,48.7235,27.5189,31.3,96,97,5.61,light snow,2022-11-17 20:34:35
527,Nyurba,RU,63.2842,118.3319,-5.26,97,98,5.41,overcast clouds,2022-11-17 20:34:35
528,Nsanje,MW,-16.92,35.262,74.59,56,0,4.18,clear sky,2022-11-17 20:34:35
529,Dobroye,RU,52.8678,39.8109,26.74,93,96,8.23,overcast clouds,2022-11-17 20:34:36
530,Iskateley,RU,67.6803,53.1512,31.89,92,100,15.3,light snow,2022-11-17 20:34:36
531,Clarence Town,AU,-32.5833,151.7833,59.81,68,2,3.87,clear sky,2022-11-17 20:34:36
532,Kyaikto,MM,17.3,97.0167,75.0,92,100,3.33,overcast clouds,2022-11-17 20:34:37
533,Gigmoto,PH,13.7796,124.39,79.0,89,100,7.43,overcast clouds,2022-11-17 20:34:37
534,Hasaki,JP,35.7333,140.8333,50.22,60,93,12.68,overcast clouds,2022-11-17 20:34:37
535,Chifeng,CN,42.2683,118.9636,31.53,73,100,2.84,overcast clouds,2022-11-17 20:34:38
536,Nalut,LY,30.3333,10.85,63.54,47,16,7.09,few clouds,2022-11-17 20:34:38
537,Orcopampa,PE,-15.2661,-72.3417,62.98,20,100,9.86,overcast clouds,2022-11-17 20:34:38
538,Zhenhai,CN,24.2582,118.0905,70.48,93,0,10.49,clear sky,2022-11-17 20:34:39
539,Fereydunshahr,IR,32.941,50.121,35.1,98,100,5.68,overcast clouds,2022-11-17 20:34:39
540,Yangjiang,CN,21.85,111.9667,71.35,84,52,5.06,broken clouds,2022-11-17 20:34:39
541,Richards Bay,ZA,-28.783,32.0377,72.01,95,100,2.57,light rain,2022-11-17 20:34:40
542,Bereda,ES,43.2686,-7.5406,50.41,100,96,2.71,overcast clouds,2022-11-17 20:34:40
543,Hope,US,33.6671,-93.5916,53.65,34,0,3.71,clear sky,2022-11-17 20:30:09
544,Preobrazheniye,RU,42.9019,133.9064,42.3,85,99,3.09,overcast clouds,2022-11-17 20:34:40
545,Campbellsville,US,37.3434,-85.3419,39.72,46,74,1.99,broken clouds,2022-11-17 20:34:41
546,Mabaruma,GY,8.2,-59.7833,76.64,94,90,4.05,overcast clouds,2022-11-17 20:34:41
547,Sisimiut,GL,66.9395,-53.6735,23.07,89,100,20.78,light snow,2022-11-17 20:31:11
548,Mudon,MM,16.2578,97.7164,72.63,87,91,3.98,overcast clouds,2022-11-17 20:34:42
549,Bud,US,39.447,-86.1758,33.91,70,83,13.96,broken clouds,2022-11-17 20:34:42
550,Annau,TM,37.8876,58.516,49.5,71,100,4.61,overcast clouds,2022-11-17 20:34:42
551,Shache,CN,38.4167,77.2406,41.11,24,43,7.81,scattered clouds,2022-11-17 20:34:43
552,Aksarka,RU,66.5606,67.7975,17.31,87,100,25.03,overcast clouds,2022-11-17 20:34:43
553,Newport,GB,51.5877,-2.9984,49.82,81,100,17.56,overcast clouds,2022-11-17 20:34:43
554,Concordia,AR,-31.393,-58.0209,93.27,23,0,4.61,clear sky,2022-11-17 20:35:44
555,Kyzyl-Suu,KG,42.3414,78.0056,27.72,59,98,7.78,overcast clouds,2022-11-17 20:35:44
556,Madimba,TZ,-10.4,40.3333,78.12,83,20,11.5,few clouds,2022-11-17 20:35:44
557,Gravdal,NO,68.1214,13.5031,37.29,56,0,4.61,clear sky,2022-11-17 20:35:45
558,Nuevitas,CU,21.5453,-77.2644,81.28,76,13,9.08,few clouds,2022-11-17 20:35:45
559,Salmo,CA,49.1999,-117.2689,36.09,61,26,2.37,scattered clouds,2022-11-17 20:35:45
560,Ostrovnoy,RU,68.0531,39.5131,38.82,85,100,13.98,overcast clouds,2022-11-17 20:35:45
561,Amapa,BR,1.0,-52.0,81.64,61,100,3.24,overcast clouds,2022-11-17 20:35:46
562,Auch,FR,43.65,0.5833,55.26,93,99,5.99,light rain,2022-11-17 20:31:22
563,Shadegan,IR,30.6497,48.6647,70.2,73,100,2.8,overcast clouds,2022-11-17 20:35:46
564,La Grande,US,45.3246,-118.0877,36.05,54,91,7.52,overcast clouds,2022-11-17 20:30:56
565,Hoquiam,US,46.9809,-123.8893,53.37,59,0,21.85,clear sky,2022-11-17 20:35:47
566,Poronaysk,RU,49.2167,143.1167,20.95,83,5,2.1,clear sky,2022-11-17 20:35:47
567,Marawi,PH,7.9986,124.2928,68.07,93,96,1.83,overcast clouds,2022-11-17 20:35:47
568,Lakatoro,VU,-16.0999,167.4164,82.81,72,23,6.87,few clouds,2022-11-17 20:35:48
569,Ilebo,CD,-4.3167,20.5833,70.03,98,82,1.86,light rain,2022-11-17 20:35:48
570,Coquimbo,CL,-29.9533,-71.3436,65.93,72,40,11.5,scattered clouds,2022-11-17 20:35:48
571,Fallingbostel,DE,52.8667,9.7,42.98,92,100,13.15,overcast clouds,2022-11-17 20:35:49
572,Pochutla,MX,15.7432,-96.4661,91.22,60,16,7.0,few clouds,2022-11-17 20:35:49
573,Quila,MX,24.4228,-107.22,81.82,34,6,8.9,clear sky,2022-11-17 20:35:49
574,Puri,IN,19.8,85.85,64.92,59,99,10.16,overcast clouds,2022-11-17 20:35:50
575,Sao Filipe,CV,14.8961,-24.4956,78.57,73,99,4.54,overcast clouds,2022-11-17 20:35:50
576,Kaeo,NZ,-35.1,173.7833,68.32,89,92,11.16,light rain,2022-11-17 20:35:50
577,Nauta,PE,-4.5061,-73.5757,82.45,66,86,2.42,overcast clouds,2022-11-17 20:35:50
578,Tonneins,FR,44.3921,0.3124,59.22,83,83,12.84,broken clouds,2022-11-17 20:35:51
579,Micheweni,TZ,-4.9667,39.8333,77.2,87,90,7.29,moderate rain,2022-11-17 20:35:51
580,Otukpo,NG,7.1913,8.1329,78.67,50,66,3.31,broken clouds,2022-11-17 20:35:51
581,Narrabri,AU,-30.3167,149.7833,54.52,79,1,3.0,clear sky,2022-11-17 20:35:52
582,Ouro Branco,BR,-20.5208,-43.6919,64.92,84,64,6.29,broken clouds,2022-11-17 20:35:52
583,Pecos,US,31.4229,-103.4932,57.31,28,0,0.0,clear sky,2022-11-17 20:31:11
584,Eureka,US,40.8021,-124.1637,58.17,91,4,3.0,clear sky,2022-11-17 20:35:52
585,Nata,PA,8.3333,-80.5167,80.47,74,77,10.83,light rain,2022-11-17 20:35:53
586,Gumdag,TM,39.2061,54.5906,56.89,59,8,9.06,clear sky,2022-11-17 20:35:53
587,Saint-Avold,FR,49.1027,6.7006,50.25,99,100,9.35,overcast clouds,2022-11-17 20:35:53
588,Zonguldak,TR,41.25,31.8333,52.88,61,100,5.03,light rain,2022-11-17 20:35:53
589,Marasesti,RO,45.8833,27.2333,43.09,83,100,8.93,overcast clouds,2022-11-17 20:35:54
590,Iquitos,PE,-3.7481,-73.2472,82.44,78,75,5.75,broken clouds,2022-11-17 20:35:54
591,Opuwo,NA,-18.0607,13.84,72.16,50,50,6.78,scattered clouds,2022-11-17 20:35:54
592,Port Said,EG,31.2565,32.2841,67.98,77,0,4.61,clear sky,2022-11-17 20:35:55
593,Parga,GR,39.2831,20.3964,61.12,84,86,7.7,overcast clouds,2022-11-17 20:35:55
594,General Roca,AR,-39.0333,-67.5833,86.63,25,64,5.82,broken clouds,2022-11-17 20:35:56
595,Beisfjord,NO,68.3751,17.5988,32.05,39,56,9.19,broken clouds,2022-11-17 20:35:56
596,Houma,US,29.5958,-90.7195,53.01,49,0,6.91,clear sky,2022-11-17 20:32:35
597,Okha,RU,53.5739,142.9478,11.88,90,60,5.64,broken clouds,2022-11-17 20:35:56
598,Matiri,TZ,-10.75,34.9,62.62,82,4,2.75,light rain,2022-11-17 20:35:57
599,Orchard Homes,US,46.8633,-114.0484,26.6,48,0,12.66,clear sky,2022-11-17 20:35:57
600,Nemuro,JP,43.3236,145.575,37.78,72,22,16.35,few clouds,2022-11-17 20:36:57
601,Payo,ID,-3.7508,103.6372,73.06,83,100,2.28,overcast clouds,2022-11-17 20:36:58
602,Rosetta,EG,31.4044,30.4164,67.32,60,0,1.34,clear sky,2022-11-17 20:36:58
603,Bireun,ID,5.203,96.7009,76.91,84,100,4.14,overcast clouds,2022-11-17 20:36:58
604,Lambarene,GA,-0.7001,10.2406,74.52,92,100,2.44,overcast clouds,2022-11-17 20:36:59
605,Manta,EC,-0.95,-80.7333,78.58,69,0,17.27,clear sky,2022-11-17 20:36:59
606,Suba,PH,10.8438,121.0102,82.33,80,100,24.58,overcast clouds,2022-11-17 20:36:59
607,Vardo,NO,70.3705,31.1107,40.98,81,75,13.8,broken clouds,2022-11-17 20:37:00
608,Kamina,CD,-8.7386,24.9906,63.21,87,45,2.55,light rain,2022-11-17 20:37:00
609,Samut Sakhon,TH,13.5833,100.3,84.04,83,94,3.02,overcast clouds,2022-11-17 20:37:00
610,Christchurch,NZ,-43.5333,172.6333,59.92,93,100,10.36,light intensity drizzle,2022-11-17 20:37:01
611,Englehart,CA,47.8169,-79.8664,19.96,73,100,9.22,overcast clouds,2022-11-17 20:37:01
612,Bandarbeyla,SO,9.4942,50.8122,77.97,71,3,14.5,clear sky,2022-11-17 20:37:01
613,Iralaya,HN,15.0,-83.2333,80.62,84,100,12.77,moderate rain,2022-11-17 20:37:01
614,Puerto Carreno,CO,6.189,-67.4859,89.58,58,40,0.0,scattered clouds,2022-11-17 20:37:02
615,Tautira,PF,-17.7333,-149.15,76.46,85,69,10.02,light rain,2022-11-17 20:37:02
616,Suez,EG,29.9737,32.5263,64.17,59,1,2.08,clear sky,2022-11-17 20:37:03
617,Shanghai,CN,31.2222,121.4581,64.27,83,75,4.47,broken clouds,2022-11-17 20:37:00
618,Milkovo,RU,54.7167,158.6167,-2.78,95,8,2.44,clear sky,2022-11-17 20:37:03
619,Pahrump,US,36.2083,-115.9839,59.05,21,4,1.99,clear sky,2022-11-17 20:33:02
620,Rognan,NO,67.0953,15.3878,41.88,37,77,9.48,broken clouds,2022-11-17 20:37:04
621,Zurrieq,MT,35.8311,14.4742,66.96,82,20,8.05,few clouds,2022-11-17 20:37:04
622,Tual,ID,-5.6667,132.75,82.42,75,99,5.39,overcast clouds,2022-11-17 20:37:04
623,Buala,SB,-8.145,159.5921,81.99,76,72,4.27,broken clouds,2022-11-17 20:37:05
624,San Juan,AR,-31.5375,-68.5364,95.23,20,0,13.24,clear sky,2022-11-17 20:35:23
625,Cap-Chat,CA,49.1001,-66.6821,30.2,86,100,5.75,overcast clouds,2022-11-17 20:37:05
626,Manthani,IN,18.65,79.6667,62.2,65,15,4.34,few clouds,2022-11-17 20:37:06
627,Nainpur,IN,22.4333,80.1167,58.21,54,0,5.32,clear sky,2022-11-17 20:37:06
628,Ust-Nera,RU,64.5667,143.2,-24.63,99,84,4.43,broken clouds,2022-11-17 20:37:07
629,Gao,ML,16.6362,1.637,72.14,16,9,10.13,clear sky,2022-11-17 20:37:07
630,Espanola,US,35.9911,-106.0806,46.96,35,0,1.01,clear sky,2022-11-17 20:37:08
631,Kudahuvadhoo,MV,2.6708,72.8944,81.37,79,98,15.9,overcast clouds,2022-11-17 20:37:08
632,Saint Anthony,US,45.0205,-93.218,28.35,74,100,17.27,overcast clouds,2022-11-17 20:37:08
633,Pedernales,DO,18.0384,-71.744,84.27,64,13,4.07,few clouds,2022-11-17 20:37:08
634,Bayan,CN,46.0833,127.4,26.58,75,8,9.75,clear sky,2022-11-17 20:37:09
635,Novyy Urengoy,RU,66.0833,76.6333,9.25,92,100,27.34,light snow,2022-11-17 20:36:49
636,Bjornevatn,NO,69.6672,29.9847,37.02,93,75,3.44,broken clouds,2022-11-17 20:37:09
637,Giyani,ZA,-23.3025,30.7187,80.78,44,67,4.05,broken clouds,2022-11-17 20:37:10
638,Nyimba,ZM,-14.5566,30.8149,76.44,44,0,5.79,clear sky,2022-11-17 20:37:10
639,Maryborough,AU,-25.5333,152.7,63.1,52,0,3.33,clear sky,2022-11-17 20:37:11
640,Taoudenni,ML,22.6783,-3.9836,76.35,13,0,9.82,clear sky,2022-11-17 20:37:11
641,Washougal,US,45.5826,-122.3534,50.47,55,0,32.01,clear sky,2022-11-17 20:37:11
642,Kjopsvik,NO,68.097,16.3742,19.27,33,67,9.69,broken clouds,2022-11-17 20:37:12
643,Shieli,KZ,44.1667,66.75,33.85,69,100,8.03,overcast clouds,2022-11-17 20:37:12
644,Labytnangi,RU,66.6572,66.4183,15.42,83,100,15.97,overcast clouds,2022-11-17 20:32:21
645,Stepanov,CZ,49.684,17.2204,37.98,96,100,2.46,overcast clouds,2022-11-17 20:37:13
646,Flinders,AU,-34.5833,150.8552,59.18,67,2,5.99,clear sky,2022-11-17 20:37:13
647,Chateaubelair,VC,13.2833,-61.25,81.12,78,40,14.97,scattered clouds,2022-11-17 20:38:13
648,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,11.5,scattered clouds,2022-11-17 20:35:12
649,Namatanai,PG,-3.6667,152.4333,80.87,74,100,6.22,overcast clouds,2022-11-17 20:38:14
650,Neiafu,TO,-18.65,-173.9833,81.28,78,20,5.75,few clouds,2022-11-17 20:38:14
651,Surskoye,RU,54.4821,46.7214,28.81,96,100,14.88,snow,2022-11-17 20:38:15
652,Noumea,NC,-22.2763,166.4572,81.0,99,100,8.95,overcast clouds,2022-11-17 20:38:15
653,San Ramon,US,37.7799,-121.978,63.64,48,0,11.5,clear sky,2022-11-17 20:34:10
654,West Richland,US,46.3043,-119.3614,44.51,69,0,5.99,clear sky,2022-11-17 20:38:15
655,Arrecife,ES,28.963,-13.5477,69.78,78,20,9.22,few clouds,2022-11-17 20:38:17
656,Lisakovsk,KZ,52.5369,62.4936,14.63,94,100,5.97,overcast clouds,2022-11-17 20:38:17
657,Fulton,US,33.7668,-84.4499,48.25,37,0,12.66,clear sky,2022-11-17 20:35:57
658,Henties Bay,NA,-22.116,14.2845,60.1,89,57,7.09,broken clouds,2022-11-17 20:38:18
659,Shimoda,JP,34.6667,138.95,52.11,77,55,9.98,broken clouds,2022-11-17 20:38:18
660,Salina,US,38.8403,-97.6114,39.33,52,100,16.11,overcast clouds,2022-11-17 20:36:38
661,Nizwa,OM,22.9333,57.5333,69.91,63,6,0.6,clear sky,2022-11-17 20:38:19
662,Taksimo,RU,56.3444,114.8794,5.58,93,90,0.69,overcast clouds,2022-11-17 20:38:19
663,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,97.65,16,12,7.18,few clouds,2022-11-17 20:38:19
664,Smolenskoye,RU,52.3044,85.0781,25.74,79,100,9.78,overcast clouds,2022-11-17 20:38:20
665,Podor,MR,16.6527,-14.9587,90.66,18,70,8.57,broken clouds,2022-11-17 20:38:21
666,Derzhavinsk,KZ,51.1,66.3167,15.19,96,90,3.91,light snow,2022-11-17 20:38:21
667,Urengoy,RU,65.9667,78.3667,8.49,92,100,23.94,light snow,2022-11-17 20:38:21
668,Huarmey,PE,-10.0681,-78.1522,69.39,74,92,11.7,overcast clouds,2022-11-17 20:38:22
669,Kursumlija,RS,43.1458,21.2686,50.25,94,23,3.38,few clouds,2022-11-17 20:38:22
670,Ghanzi,BW,-21.5667,21.7833,81.19,24,0,7.76,clear sky,2022-11-17 20:38:23
671,Svetlyy,RU,54.675,20.1347,32.05,81,54,8.52,broken clouds,2022-11-17 20:38:23
672,Teahupoo,PF,-17.8333,-149.2667,78.76,86,61,9.69,light rain,2022-11-17 20:38:24
673,Safford,US,32.834,-109.7076,58.12,28,0,7.94,clear sky,2022-11-17 20:37:06
674,Sioux Lookout,CA,50.1001,-91.917,21.27,86,100,9.22,overcast clouds,2022-11-17 20:38:24
675,Rockport,US,28.0206,-97.0544,57.24,90,100,12.66,overcast clouds,2022-11-17 20:36:01
676,Simao,CN,22.7886,100.9748,57.97,99,67,0.94,broken clouds,2022-11-17 20:38:25
677,Prince Rupert,CA,54.3161,-130.3201,49.69,44,0,20.71,clear sky,2022-11-17 20:38:25
678,Maldonado,UY,-34.6667,-54.9167,76.39,58,92,9.48,light rain,2022-11-17 20:37:12
679,Lesnoye,RU,58.2841,35.5158,22.96,84,93,8.77,overcast clouds,2022-11-17 20:38:26
680,Forssa,FI,60.8146,23.6215,32.68,81,25,6.89,scattered clouds,2022-11-17 20:38:26
681,Vodnyy,RU,63.5046,53.4095,7.43,90,99,10.0,overcast clouds,2022-11-17 20:38:27
682,San Carlos De Bariloche,AR,-41.1456,-71.3082,69.55,32,20,19.57,few clouds,2022-11-17 20:38:27
683,Pudem,RU,58.3044,52.1675,13.86,85,6,7.72,clear sky,2022-11-17 20:38:27
684,Nioro,GM,13.35,-15.75,81.34,31,50,1.19,scattered clouds,2022-11-17 20:38:28
685,Libreville,GA,0.3925,9.4537,77.41,86,100,3.2,light rain,2022-11-17 20:38:28
686,Iwanai,JP,42.9744,140.5089,35.47,78,93,3.51,overcast clouds,2022-11-17 20:38:29
687,Vitim,RU,59.4511,112.5578,16.41,98,100,1.61,overcast clouds,2022-11-17 20:38:29
688,Coolum Beach,AU,-26.5333,153.1,66.11,77,0,4.59,clear sky,2022-11-17 20:38:29
689,Boone,US,39.0334,-92.3335,45.45,51,77,14.23,broken clouds,2022-11-17 20:38:30
690,Virginia Beach,US,36.8529,-75.978,51.04,40,0,9.22,clear sky,2022-11-17 20:34:37
691,Staryy Nadym,RU,65.6118,72.6842,10.83,89,100,29.33,light snow,2022-11-17 20:38:30
692,Vila Velha,BR,-20.3297,-40.2925,75.15,77,75,18.41,broken clouds,2022-11-17 20:38:30
693,Chipinge,ZW,-20.1883,32.6236,66.65,68,0,4.0,clear sky,2022-11-17 20:38:30
694,Morant Bay,JM,17.8815,-76.4093,82.02,74,18,9.08,few clouds,2022-11-17 20:39:31
695,Yulara,AU,-25.2406,130.9889,69.58,79,2,11.99,clear sky,2022-11-17 20:39:31
696,Konstantinovka,RU,49.6167,127.9833,20.17,97,95,5.73,overcast clouds,2022-11-17 20:39:32
